"Gene","NumCells.ms","NumCells.hc","NumDonors.ms","NumDonors.hc","p","or_est","log2or","negLog10p"
"APBB1IP",2,2,2,1,1,1.00660973632977,0.00950445733523746,0
"APBB2",2,0,2,0,0.24819457420672,Inf,Inf,0.605207716865645
"APC",3,2,3,2,0.686063853576589,1.51150662577839,0.595987303118233,0.163635461603138
"APEH",4,4,4,3,1,1.00662727114879,0.00952958840162954,0
"APEX2",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"APH1A",2,0,2,0,0.24819457420672,Inf,Inf,0.605207716865645
"API5",2,1,2,1,0.623522181096949,2.01496731931745,1.01075643992397,0.205148092375235
"APIP",2,1,2,1,0.623522181096949,2.01496731931745,1.01075643992397,0.205148092375235
"APLNR",1,2,1,1,1,0.502863467225993,-0.991761348721336,0
"APLP2",4,0,3,0,0.0614372099500796,Inf,Inf,1.2115685151575
"APMAP",2,2,2,2,1,1.00660973632977,0.00950445733523746,0
"APOBEC3C",1,2,1,2,1,0.502863467225993,-0.991761348721336,0
"APOBEC3F",1,1,1,1,1,1.00660100367109,0.00949194144396454,0
"APOBEC3G",1,2,1,2,1,0.502863467225993,-0.991761348721336,0
"APOD",1,1,1,1,1,1.00660100367109,0.00949194144396454,0
"APOL2",2,0,2,0,0.24819457420672,Inf,Inf,0.605207716865645
"APOL3",3,0,2,0,0.123525410204266,Inf,Inf,0.908243695227225
"APOPT1",2,0,1,0,0.24819457420672,Inf,Inf,0.605207716865645
"APP",2,1,2,1,0.623522181096949,2.01496731931745,1.01075643992397,0.205148092375235
"APPBP2",3,2,3,2,0.686063853576589,1.51150662577839,0.595987303118233,0.163635461603138
"APPL1",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"APPL2",2,2,1,2,1,1.00660973632977,0.00950445733523746,0
"APRT",3,2,3,2,0.686063853576589,1.51150662577839,0.595987303118233,0.163635461603138
"AQP1",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"AQP3",2,3,2,3,1,0.670371393191425,-0.576967508769896,0
"AQR",6,3,5,2,0.340847109771089,2.02036419979359,1.01461538301428,0.467440384270158
"ARAF",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ARAP1",2,1,2,1,0.623522181096949,2.01496731931745,1.01075643992397,0.205148092375235
"ARAP2",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ARCN1",13,14,7,4,1,0.933569863290404,-0.0991701049466823,0
"ARF1",7,3,4,3,0.223648518405609,2.36014942080254,1.23887819934427,0.65043397453313
"ARFGAP2",5,2,4,2,0.286482737757817,2.52523546649066,1.33641791875547,0.542901541663037
"ARFGAP3",6,7,3,4,1,0.861787036813675,-0.214596697605561,4.82163733276644e-17
"ARFRP1",1,1,1,1,1,1.00660100367109,0.00949194144396454,0
"ARGLU1",4,1,3,1,0.216600222965284,4.03892092910595,2.01396990234123,0.664341100653714
"ARHGAP1",6,6,5,6,1,1.00664489925297,0.00955485272390862,0
"ARHGAP12",3,1,3,1,0.372867647299398,3.02597164655246,1.59739846952101,0.428445297542138
"ARHGAP15",6,1,4,1,0.0688849379587767,6.0738689731296,2.60261578669848,1.16187572840425
"ARHGAP17",2,3,2,1,1,0.670371393191425,-0.576967508769896,0
"ARHGAP19",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ARHGAP21",1,1,1,1,1,1.00660100367109,0.00949194144396454,0
"ARHGAP25",4,2,4,1,0.450818825649812,2.01765860391765,1.01268208519664,0.345997956634091
"ARHGAP26",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ARHGAP27",1,4,1,3,0.374190362517327,0.250875782283238,-1.99495488466713,0.426907402189948
"ARHGAP29",5,0,2,0,0.0305363588018195,Inf,Inf,1.51518275007445
"ARHGAP30",11,4,6,3,0.0745364510437915,2.79252718800985,1.48157132683788,1.12763128945702
"ARHGAP32",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ARHGAP33",3,0,1,0,0.123525410204266,Inf,Inf,0.908243695227225
"ARHGAP4",6,4,3,4,0.546271227359722,1.51354671449718,0.597933203565406,0.262591673598505
