"Gene","NumCells.ms","NumCells.hc","NumDonors.ms","NumDonors.hc","p","or_est","log2or","negLog10p"
"ARL4C",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ARL5A",1,1,1,1,1,1.00660100367109,0.00949194144396454,0
"ARL6",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ARL6IP1",1,2,1,2,1,0.502863467225993,-0.991761348721336,0
"ARL6IP4",1,3,1,3,0.624514217510396,0.334852778355426,-1.57840115639391,0.204457670154495
"ARL6IP5",1,4,1,4,0.374190362517327,0.250875782283238,-1.99495488466713,0.426907402189948
"ARMC1",3,1,3,1,0.372867647299398,3.02597164655246,1.59739846952101,0.428445297542138
"ARMC5",1,1,1,1,1,1.00660100367109,0.00949194144396454,0
"ARMCX5-GPRASP2;BHLHB9",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ARMCX6",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ARMH2",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ARMH3",1,3,1,2,0.624514217510396,0.334852778355426,-1.57840115639391,0.204457670154495
"ARMT1",1,1,1,1,1,1.00660100367109,0.00949194144396454,0
"ARNT",2,1,2,1,0.623522181096949,2.01496731931745,1.01075643992397,0.205148092375235
"ARNTL",3,0,3,0,0.123525410204266,Inf,Inf,0.908243695227225
"ARPC1A",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ARPC1B",4,7,4,5,0.547362708650654,0.573152516536061,-0.803009002027573,0.261724794026592
"ARPC2",17,17,7,8,1,1.00674355505845,0.00969623651016605,0
"ARPC3",4,4,2,4,1,1.00662727114879,0.00952958840162954,0
"ARPC4",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ARPC4-TTLL3;TTLL3",2,2,1,2,1,1.00660973632977,0.00950445733523746,0
"ARPC4;ARPC4-TTLL3",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ARPC5",1,3,1,2,0.624514217510396,0.334852778355426,-1.57840115639391,0.204457670154495
"ARPC5L",4,7,4,5,0.547362708650654,0.573152516536061,-0.803009002027573,0.261724794026592
"ARRB2",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ARSA",2,0,2,0,0.24819457420672,Inf,Inf,0.605207716865645
"ARV1",5,1,3,1,0.123160627939643,5.05507106684412,2.33773137443549,0.909528105494506
"ASB3;GPR75-ASB3",1,1,1,1,1,1.00660100367109,0.00949194144396454,0
"ASB8",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ASCC3",8,12,6,6,0.500625152913753,0.667734283960604,-0.582653979427834,0.300487333918326
"ASH1L",18,16,8,7,0.732228147000179,1.13554626834683,0.183386490505038,0.135353580764637
"ASL",2,0,2,0,0.24819457420672,Inf,Inf,0.605207716865645
"ASMTL",1,3,1,2,0.624514217510396,0.334852778355426,-1.57840115639391,0.204457670154495
"ASTE1",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ASTN2",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ASXL1",2,2,1,2,1,1.00660973632977,0.00950445733523746,0
"ATAD2",3,2,3,2,0.686063853576589,1.51150662577839,0.595987303118233,0.163635461603138
"ATAD2B",3,4,2,2,1,0.754114950562894,-0.407143643055342,0
"ATAD3B",1,1,1,1,1,1.00660100367109,0.00949194144396454,0
"ATAD5",1,2,1,2,1,0.502863467225993,-0.991761348721336,0
"ATF2",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ATF4",2,2,2,1,1,1.00660973632977,0.00950445733523746,0
"ATF6B",1,3,1,2,0.624514217510396,0.334852778355426,-1.57840115639391,0.204457670154495
"ATF7IP",10,23,7,6,0.0331734623131623,0.430357675738263,-1.21639189432785,1.47920919881426
"ATF7IP2",8,2,4,2,0.0637982134461682,4.05510061148045,2.01973770972817,1.19519148274176
"ATG101",1,1,1,1,1,1.00660100367109,0.00949194144396454,0
"ATG13",1,1,1,1,1,1.00660100367109,0.00949194144396454,0
"ATG16L2",1,3,1,3,0.624514217510396,0.334852778355426,-1.57840115639391,0.204457670154495
"ATG3",2,1,2,1,0.623522181096949,2.01496731931745,1.01075643992397,0.205148092375235
"ATG5",1,3,1,3,0.624514217510396,0.334852778355426,-1.57840115639391,0.204457670154495
"ATG7",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ATG9A",1,2,1,2,1,0.502863467225993,-0.991761348721336,0
"ATIC",2,2,2,1,1,1.00660973632977,0.00950445733523746,0
"ATM",2,6,2,5,0.287786494812239,0.333974434851514,-1.58219042369868,0.540929590406852
"ATP11B",1,1,1,1,1,1.00660100367109,0.00949194144396454,0
"ATP13A1",1,8,1,6,0.0385177657932726,0.124799031608585,-3.00232135539003,1.41433891188482
"ATP13A3",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ATP1A1",6,8,6,5,0.789572961127784,0.75313401053159,-0.409021498081165,0.102607732468694
"ATP23",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ATP2B1",5,2,3,2,0.286482737757817,2.52523546649066,1.33641791875547,0.542901541663037
"ATP2B4",2,1,2,1,0.623522181096949,2.01496731931745,1.01075643992397,0.205148092375235
"ATP5A1",6,3,3,3,0.340847109771089,2.02036419979359,1.01461538301428,0.467440384270158
